baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	
MTMR11 (ENSG00000014914)	582.4023119	0.570047689	0.727158397	0.783938811	0.433076015	0.901437068
RAD51 (ENSG00000051180)	1647.569566	-0.174085934	0.222756291	-0.781508496	0.434503482	0.901437068
TNRC6C (ENSG00000078687)	997.5583604	-0.646213939	0.825762932	-0.782565932	0.433882054	0.901437068
GRAMD1A (ENSG00000089351)	3172.92335	0.509121655	0.65182918	0.781066069	0.434763637	0.901437068
MLF2 (ENSG00000089693)	13268.7489	0.177790379	0.226709746	0.784220275	0.43291087	0.901437068
TOM1 (ENSG00000100284)	1662.736289	-0.380948188	0.487560039	-0.781335953	0.43460493	0.901437068
AURKC (ENSG00000105146)	26.37161273	-0.552021518	0.705583783	-0.782361402	0.434002211	0.901437068
RGP1 (ENSG00000107185)	3795.409913	0.196490833	0.251758131	0.780474625	0.435111558	0.901437068
YWHAE (ENSG00000108953)	47701.95496	0.187320825	0.239328615	0.782692973	0.43380743	0.901437068
PDGFRB (ENSG00000113721)	693.3576828	-1.082937522	1.381620167	-0.783817107	0.433147435	0.901437068
IL18R1 (ENSG00000115604)	211.2004394	-1.065113084	1.361551748	-0.782278812	0.434050736	0.901437068
ODC1 (ENSG00000115758)	22175.91183	0.371566101	0.475973187	0.780645026	0.435011302	0.901437068
CASQ2 (ENSG00000118729)	2.07779958	-1.06797501	1.363173027	-0.783447874	0.433364152	0.901437068
RARRES1 (ENSG00000118849)	134.6461486	0.907145468	1.162448497	0.780374761	0.435170319	0.901437068
CD274 (ENSG00000120217)	430.8949326	0.773638074	0.990809795	0.780813914	0.434911949	0.901437068
NEURL2 (ENSG00000124257)	49.07533176	0.682911892	0.872729952	0.782500808	0.433920311	0.901437068
OR7C1 (ENSG00000127530)	19.69278871	0.322437672	0.412284735	0.782075213	0.434170373	0.901437068
ATP13A3 (ENSG00000133657)	15671.70303	0.316689303	0.403676292	0.78451301	0.432739151	0.901437068
MTCH1 (ENSG00000137409)	11797.74402	0.329241353	0.420648541	0.782699381	0.433803666	0.901437068
CSAD (ENSG00000139631)	629.0378556	-0.432830229	0.554338565	-0.78080483	0.434917293	0.901437068
PADI3 (ENSG00000142619)	124.769957	1.001049232	1.281332078	0.781256669	0.43465155	0.901437068
ARL8A (ENSG00000143862)	1471.203104	-0.278079909	0.356076692	-0.780955101	0.434828902	0.901437068
POMGNT2 (ENSG00000144647)	1487.267807	-0.357450825	0.457195853	-0.781833043	0.434312699	0.901437068
HSD17B12 (ENSG00000149084)	6050.271373	0.605386042	0.774528067	0.781619244	0.434438374	0.901437068
DSN1 (ENSG00000149636)	3393.119083	0.199170156	0.254457303	0.782725251	0.433788471	0.901437068
KIAA1328 (ENSG00000150477)	229.8323153	-0.271660318	0.346856472	-0.783206713	0.433505733	0.901437068
DIPK1A (ENSG00000154511)	745.5809726	0.508864011	0.650418657	0.782363798	0.434000803	0.901437068
PDE9A (ENSG00000160191)	413.6547705	-1.060632482	1.353119813	-0.783842253	0.433132678	0.901437068
IL6R (ENSG00000160712)	598.3259218	-0.592872785	0.756315338	-0.783896286	0.433100969	0.901437068
IER5 (ENSG00000162783)	3703.079034	0.440223764	0.562593277	0.782490268	0.433926502	0.901437068
CGGBP1 (ENSG00000163320)	5679.923252	-0.306373106	0.391076272	-0.783410111	0.43338632	0.901437068
KBTBD8 (ENSG00000163376)	264.3469981	-0.558484055	0.714836088	-0.781275686	0.434640367	0.901437068
PROK2 (ENSG00000163421)	1.3626679	-1.350032863	1.728390944	-0.781092303	0.434748209	0.901437068
PIP5KL1 (ENSG00000167103)	93.02923395	0.545334963	0.697706181	0.781611197	0.434443104	0.901437068
PLEKHA2 (ENSG00000169499)	1502.356948	0.500073659	0.640869303	0.780305215	0.435211244	0.901437068
AL512625.1 (ENSG00000170161)	176.7503204	-0.634625663	0.812225432	-0.781341778	0.434601505	0.901437068
MTSS1 (ENSG00000170873)	840.5174736	-0.693472984	0.887869986	-0.7810524	0.434771676	0.901437068
RHNO1 (ENSG00000171792)	2699.6806	0.220402927	0.28152518	0.782888859	0.43369238	0.901437068
RAB43 (ENSG00000172780)	782.6629543	-0.54129887	0.693633154	-0.780382061	0.435166024	0.901437068
CTSF (ENSG00000174080)	1225.835117	-1.074706508	1.372539163	-0.783006079	0.433623542	0.901437068
BTC (ENSG00000174808)	164.8538541	-0.78647598	1.007816124	-0.780376461	0.435169319	0.901437068
DMRTA1 (ENSG00000176399)	98.76219587	-1.141735939	1.456627474	-0.783821505	0.433144853	0.901437068
TSKU (ENSG00000182704)	3074.768242	0.461096709	0.59067927	0.780621112	0.435025371	0.901437068
OR7E14P (ENSG00000184669)	93.36154847	1.08089853	1.385376939	0.780219809	0.435261505	0.901437068
MIR22HG (ENSG00000186594)	1751.620834	0.543892028	0.695939671	0.781521805	0.434495657	0.901437068
MTF1 (ENSG00000188786)	1613.164	0.24525443	0.313765769	0.781648142	0.434421386	0.901437068
PPTC7 (ENSG00000196850)	2992.652356	0.224269218	0.28627956	0.783392355	0.433396744	0.901437068
STPG3 (ENSG00000197768)	9.044550194	-0.681288592	0.872128354	-0.781179271	0.434697064	0.901437068
DDAH2 (ENSG00000213722)	2592.594186	-0.479488558	0.611550132	-0.784054378	0.433008203	0.901437068
UBE2E1-AS1 (ENSG00000223791)	3.631738647	-0.894105956	1.142959221	-0.78227284	0.434054245	0.901437068
LINC01594 (ENSG00000225328)	1.306058098	1.456721611	1.863606513	0.781668019	0.434409701	0.901437068
LINC02097 (ENSG00000226101)	1.416544271	1.059920564	1.357108399	0.78101393	0.434794302	0.901437068
NPIPB14P (ENSG00000226232)	136.7646978	-0.548075897	0.70214556	-0.780573044	0.435053651	0.901437068
THORLNC (ENSG00000226856)	6.309316939	0.911365871	1.161764671	0.784466849	0.432766226	0.901437068
SPAG5-AS1 (ENSG00000227543)	100.8242147	0.294585793	0.376913849	0.781573279	0.434465395	0.901437068
ENSG00000227908	23.8532897	-0.501083495	0.641668759	-0.780906796	0.434857315	0.901437068
HMGB3P14 (ENSG00000231845)	2.247853597	-0.608104497	0.776374552	-0.783261758	0.433473415	0.901437068
AP000346.2 (ENSG00000234353)	22.73301686	-0.469794336	0.598990993	-0.784309517	0.432858516	0.901437068
PCBP2P1 (ENSG00000235701)	3.139786866	-0.777909761	0.994392186	-0.782296736	0.434040205	0.901437068
TCF3P1 (ENSG00000236567)	3.174220967	-0.684075124	0.874782991	-0.781994085	0.43421805	0.901437068
CDK6-AS1 (ENSG00000237819)	10.1609689	-0.865522697	1.104678453	-0.783506453	0.433329766	0.901437068
RNF139-AS1 (ENSG00000245149)	208.9058314	-0.453703583	0.578983292	-0.783621202	0.433262411	0.901437068
RAD51-AS1 (ENSG00000245849)	315.7742474	0.309984874	0.397163631	0.780496628	0.435098612	0.901437068
GAPDHP38 (ENSG00000249210)	8.205119509	0.354817093	0.45384508	0.781802225	0.434330813	0.901437068
AP000766.1 (ENSG00000261098)	91.23932186	-0.450145082	0.576884323	-0.780303891	0.435212023	0.901437068
AC009407.1 (ENSG00000261829)	4.341674556	-0.824927481	1.052871642	-0.783502422	0.433332132	0.901437068
AC020558.2 (ENSG00000265511)	17.6311119	-0.401589313	0.512807237	-0.783119433	0.433556981	0.901437068
AL391422.4 (ENSG00000270504)	197.5826823	0.869468994	1.109369849	0.783750338	0.433186619	0.901437068
AC099568.2 (ENSG00000272931)	28.36231952	-0.697547267	0.893668364	-0.780543762	0.435070879	0.901437068
H2AC14 (ENSG00000276368)	23.81224619	0.544493468	0.69760897	0.780513856	0.435088475	0.901437068
AL162274.3 (ENSG00000279982)	7.625509088	0.781840396	1.000811432	0.7812065	0.434681051	0.901437068
ENSG00000281831	1.970029291	-1.196502134	1.533543385	-0.780220596	0.435261041	0.901437068
AL031432.4 (ENSG00000284602)	38.56437697	0.268784773	0.344295419	0.780680654	0.434990341	0.901437068
AL670729.3 (ENSG00000287315)	73.88223136	-0.859542788	1.098584574	-0.782409301	0.43397407	0.901437068
CCL26 (ENSG00000006606)	28.13757424	1.166617669	1.495977193	0.779836534	0.435487099	0.90168546
ISM1 (ENSG00000101230)	119.0591394	0.918085828	1.177199213	0.779889944	0.435455658	0.90168546
IMPDH1P8 (ENSG00000224728)	31.17443031	0.487475576	0.625097243	0.779839586	0.435485302	0.90168546
EPC1 (ENSG00000120616)	1487.180732	-0.192372373	0.247068901	-0.778618321	0.436204583	0.90178878
METTL8 (ENSG00000123600)	1796.629327	0.231460943	0.296986767	0.7793645	0.43576503	0.90178878
RTCA (ENSG00000137996)	2586.361171	0.239535473	0.307603726	0.778714474	0.436147928	0.90178878
CELF1 (ENSG00000149187)	9183.058863	0.176439919	0.226832861	0.777841085	0.436662704	0.90178878
FRMPD2B (ENSG00000150175)	2.632114278	-1.278973332	1.641276706	-0.779255154	0.435829427	0.90178878
HYDIN (ENSG00000157423)	51.94149766	0.723903677	0.930803449	0.77771916	0.436734594	0.90178878
ADIPOR1 (ENSG00000159346)	7832.434858	-0.197492283	0.253916235	-0.777785173	0.436695671	0.90178878
MELTF (ENSG00000163975)	2600.251694	0.630887778	0.810889957	0.778018981	0.436557823	0.90178878
NDUFS5 (ENSG00000168653)	9038.344219	-0.174636862	0.22450719	-0.777867572	0.436647087	0.90178878
ZNF570 (ENSG00000171827)	321.2214124	-0.928119614	1.192776529	-0.778116932	0.436500081	0.90178878
CBX2 (ENSG00000173894)	2968.978751	-0.530550551	0.680683184	-0.77943831	0.435721564	0.90178878
ATG13 (ENSG00000175224)	3939.934152	-0.204873567	0.262867419	-0.77937984	0.435755996	0.90178878
B3GNT5 (ENSG00000176597)	1754.186995	0.521674178	0.669761294	0.778895678	0.43604117	0.90178878
ZNF594 (ENSG00000180626)	611.4196078	-0.352867933	0.453422325	-0.778232374	0.436432035	0.90178878
CCDC87 (ENSG00000182791)	31.104844	-0.419372268	0.53807911	-0.779387752	0.435751337	0.90178878
PLEKHN1 (ENSG00000187583)	492.8547207	-0.607459293	0.77985226	-0.778941505	0.436014173	0.90178878
KLHL17 (ENSG00000187961)	778.693337	-0.316802062	0.406417465	-0.779499135	0.435685747	0.90178878
ATG7 (ENSG00000197548)	1790.01309	-0.298125579	0.382659888	-0.779087615	0.435928105	0.90178878
RBMXL1 (ENSG00000213516)	1257.672318	-0.381844292	0.490643422	-0.778252138	0.436420386	0.90178878
UCA1 (ENSG00000214049)	2546.196841	1.264610434	1.625399142	0.778030701	0.436550914	0.90178878
SEC11B (ENSG00000226098)	1.421551048	-0.630199754	0.810135232	-0.777894516	0.436631202	0.90178878
AF241728.1 (ENSG00000235806)	2.72995754	-0.456336288	0.585906951	-0.778854538	0.436065407	0.90178878
GUSBP5 (ENSG00000236296)	31.12381479	-0.94983802	1.220090176	-0.778498211	0.436275361	0.90178878
PDCL3P4 (ENSG00000244119)	16.18532692	-0.312664718	0.402024847	-0.777724862	0.436731232	0.90178878
PCDHGB8P (ENSG00000248449)	7.806586901	0.541020368	0.695500293	0.777886613	0.436635861	0.90178878
AC034231.1 (ENSG00000249572)	24.25565626	0.365402806	0.469822693	0.777746182	0.43671866	0.90178878
AF241726.1 (ENSG00000250349)	4.714223035	0.812306257	1.04312613	0.77872295	0.436142934	0.90178878
AP003072.2 (ENSG00000255445)	7.279977422	-0.596142241	0.766496257	-0.777749709	0.436716581	0.90178878
AC023908.3 (ENSG00000261136)	68.46124401	0.372775419	0.479260993	0.777812977	0.436679277	0.90178878
LINC01970 (ENSG00000265692)	15.77569283	0.437990485	0.562650369	0.778441657	0.436308689	0.90178878
FBXO17 (ENSG00000269190)	1455.750058	0.902156986	1.159358628	0.778151785	0.436479537	0.90178878
AC008608.2 (ENSG00000271737)	8.663578643	0.420429105	0.539938508	0.778661086	0.436179385	0.90178878
AP001412.1 (ENSG00000272948)	13.02285991	0.615513168	0.790238111	0.778895828	0.436041082	0.90178878
AC074138.1 (ENSG00000276071)	13.17396345	0.625466897	0.803543611	0.778385751	0.436341637	0.90178878
MAML2 (ENSG00000184384)	1042.672505	0.611086265	0.785815742	0.777645741	0.436777887	0.901805441
DNAJB5-DT (ENSG00000281491)	1.875279456	-0.954756888	1.227873755	-0.777569261	0.436822989	0.901825833
PIAS2 (ENSG00000078043)	1370.929969	-0.307818579	0.395955634	-0.777406741	0.436918837	0.90186377
MROH8 (ENSG00000101353)	58.63058958	-0.522902518	0.673166743	-0.776780083	0.437288529	0.90186377
DNTT (ENSG00000107447)	1.88381485	1.102880585	1.419953093	0.776702125	0.437334533	0.90186377
APBB3 (ENSG00000113108)	625.5812983	-0.33330661	0.429000514	-0.776937554	0.437195614	0.90186377
TCEAL4 (ENSG00000133142)	4524.28487	-0.412853389	0.531293987	-0.77707145	0.437116617	0.90186377
HLX (ENSG00000136630)	150.5245148	-0.966599425	1.244250614	-0.776852681	0.437245692	0.90186377
ZMYND15 (ENSG00000141497)	38.62961705	0.803955315	1.034487076	0.777153561	0.437068177	0.90186377
UBXN11 (ENSG00000158062)	1118.753245	0.285903341	0.367885213	0.777153662	0.437068117	0.90186377
DUSP8 (ENSG00000184545)	518.7863235	-0.635423018	0.817545303	-0.777232792	0.437021439	0.90186377
FOXD2 (ENSG00000186564)	122.7378582	0.798489707	1.027031142	0.777473705	0.436879342	0.90186377
AP002387.1 (ENSG00000254682)	181.0261782	0.460630077	0.593037379	0.776730258	0.437317931	0.90186377
ZNF587B (ENSG00000269343)	1408.33234	0.302551191	0.389391383	0.776984811	0.437167731	0.90186377
AC135068.7 (ENSG00000281087)	4.92299572	0.553484263	0.712357917	0.776974959	0.437173545	0.90186377
AC105206.3 (ENSG00000285881)	1.345736266	1.122625112	1.445296069	0.776744043	0.437309796	0.90186377
AC016394.1 (ENSG00000272599)	160.5710726	-0.422807802	0.544409443	-0.776635688	0.43737374	0.901871979
NAP1L5 (ENSG00000177432)	271.5425135	-1.069905714	1.377830951	-0.776514502	0.437445262	0.901885638
SMIM11A (ENSG00000205670)	648.1871292	0.337445045	0.434569008	0.776505087	0.437450819	0.901885638
RGS17 (ENSG00000091844)	528.6211226	-0.855001476	1.101287554	-0.776365331	0.437533309	0.901910449
RUVBL2 (ENSG00000183207)	8997.675395	0.218128592	0.28094856	0.776400463	0.437512572	0.901910449
FBXO5 (ENSG00000112029)	2624.62339	-0.243975465	0.314318501	-0.776204594	0.437628194	0.901960797
CCDC33 (ENSG00000140481)	147.0955524	-1.332118181	1.716134124	-0.776231976	0.437612029	0.901960797
PNMT (ENSG00000141744)	13.23541398	-1.000725012	1.289459004	-0.776081294	0.437700988	0.901965606
SAMD4B (ENSG00000179134)	5507.681145	0.249762137	0.321803111	0.776133383	0.437670235	0.901965606
ERP44 (ENSG00000023318)	3968.942409	0.21536398	0.277971189	0.77477087	0.438475065	0.902200958
GUCY1B1 (ENSG00000061918)	239.9378744	-1.163499242	1.500781635	-0.77526218	0.438184752	0.902200958
SDF4 (ENSG00000078808)	10927.61933	-0.295174091	0.38085426	-0.775031612	0.43832098	0.902200958
KAT6A (ENSG00000083168)	4099.566339	-0.291086773	0.37580197	-0.774574898	0.438590895	0.902200958
CEP170B (ENSG00000099814)	4482.939294	0.428624242	0.553375169	0.774563561	0.438597596	0.902200958
SYNGR1 (ENSG00000100321)	701.5555846	-0.689783492	0.890771027	-0.774366779	0.438713923	0.902200958
TASOR2 (ENSG00000108021)	7863.591179	0.23990648	0.30969775	0.774647153	0.438548186	0.902200958
CISH (ENSG00000114737)	182.4916487	-0.555963252	0.716959613	-0.775445703	0.438076338	0.902200958
MTERF4 (ENSG00000122085)	1749.794397	0.230620447	0.297689035	0.774702525	0.438515459	0.902200958
DYSF (ENSG00000135636)	552.960348	-0.980021068	1.265582248	-0.774363792	0.438715689	0.902200958
PDLIM5 (ENSG00000163110)	8342.36843	0.360458035	0.465364421	0.774571539	0.438592881	0.902200958
PPM1M (ENSG00000164088)	637.7397867	-0.466921871	0.602980416	-0.77435661	0.438719935	0.902200958
ATOH8 (ENSG00000168874)	482.5655845	0.946141648	1.221276924	0.774715078	0.438508039	0.902200958
RAB24 (ENSG00000169228)	1308.095754	-0.271646856	0.350709672	-0.774563342	0.438597726	0.902200958
GPR82 (ENSG00000171657)	1.264292583	-0.842234284	1.085727432	-0.77573271	0.437906822	0.902200958
CATSPERE (ENSG00000179397)	13.35917736	-0.44908766	0.579301918	-0.775222118	0.43820842	0.902200958
ZNF563 (ENSG00000188868)	90.93454252	-0.977867784	1.262722315	-0.774412372	0.438686969	0.902200958
CDPF1 (ENSG00000205643)	335.586391	0.272875171	0.351860919	0.775519975	0.438032467	0.902200958
AL049873.1 (ENSG00000213598)	51.03650637	0.44808303	0.578163595	0.7750108	0.438333278	0.902200958
NAXD (ENSG00000213995)	2642.956668	0.250041532	0.322327758	0.775736889	0.437904354	0.902200958
TLK2P1 (ENSG00000226049)	47.07793649	-0.278910921	0.359634229	-0.775540532	0.438020325	0.902200958
SLC16A6P1 (ENSG00000232457)	31.90984496	0.604354904	0.780480291	0.774337176	0.438731424	0.902200958
AC048351.1 (ENSG00000236297)	3.473297489	0.653469219	0.843303889	0.774891741	0.438403633	0.902200958
AL354928.1 (ENSG00000236643)	3.249669814	0.521671358	0.673412354	0.774668529	0.438535552	0.902200958
AC138894.1 (ENSG00000261832)	40.13625955	0.321073288	0.414250872	0.775069672	0.438298491	0.902200958
AL160171.1 (ENSG00000285923)	1.555198357	-1.355155958	1.749080462	-0.774781943	0.438468521	0.902200958
AL359538.4 (ENSG00000288103)	3.248756032	-0.749891602	0.968594791	-0.774205694	0.438809162	0.902288343
RASSF8-AS1 (ENSG00000246695)	445.9717483	-0.795621429	1.027797855	-0.774103025	0.438869869	0.902340698
SLC9A3R2 (ENSG00000065054)	2859.587891	-0.626033204	0.809286502	-0.773561899	0.439189911	0.902380687
ANKMY2 (ENSG00000106524)	1713.465651	0.23008328	0.297481566	0.7734371	0.439263741	0.902380687
ZNFX1 (ENSG00000124201)	4807.278327	0.345510186	0.446531592	0.773764259	0.439070212	0.902380687
FAM193B (ENSG00000146067)	1635.537647	-0.225435621	0.291322252	-0.773835911	0.439027833	0.902380687
ARFGAP2 (ENSG00000149182)	4571.465903	-0.210269662	0.271934677	-0.773235925	0.439382769	0.902380687
SNX22 (ENSG00000157734)	182.278891	0.31885506	0.412304195	0.773349056	0.439315831	0.902380687
GOLIM4 (ENSG00000173905)	4869.864781	-0.310343375	0.401305617	-0.773334241	0.439324596	0.902380687
PRSS36 (ENSG00000178226)	18.06335702	0.538037763	0.695666524	0.77341333	0.439277803	0.902380687
MRPS16 (ENSG00000182180)	7266.893905	-0.266845412	0.34508676	-0.773270502	0.43936231	0.902380687
SNX2 (ENSG00000205302)	4909.403082	0.218129699	0.282098223	0.773240246	0.439380212	0.902380687
LGALSL-DT (ENSG00000223935)	5.252159828	0.796321888	1.029490398	0.773510748	0.439220171	0.902380687
RBM14 (ENSG00000239306)	5544.662054	0.192017069	0.248289704	0.773358969	0.439309966	0.902380687
SERBP1P6 (ENSG00000248873)	6.887958246	0.485138082	0.627242638	0.773445637	0.43925869	0.902380687
AC090948.4 (ENSG00000287377)	2.531161519	-0.621652996	0.80362291	-0.773563058	0.439189225	0.902380687
FBXW2 (ENSG00000119402)	5859.323005	-0.172103661	0.222631394	-0.77304309	0.439496879	0.902542641
AL020995.1 (ENSG00000236065)	3.816105232	0.68553587	0.886877012	0.772977381	0.439535767	0.902550105
AL049646.1 (ENSG00000230010)	14.85321251	-0.635657516	0.822417792	-0.772913137	0.439573789	0.902555791
AKAP11 (ENSG00000023516)	4040.915501	0.226306524	0.29343057	0.771243855	0.440562405	0.902564243
PKD2L2 (ENSG00000078795)	3.345513323	0.759297066	0.984129741	0.771541631	0.440385956	0.902564243
PLOD3 (ENSG00000106397)	13636.1831	-0.487385567	0.631143322	-0.77222645	0.439980319	0.902564243
EIF4H (ENSG00000106682)	38576.20279	0.145686578	0.1885717	0.772579229	0.439771441	0.902564243
MDM1 (ENSG00000111554)	733.4456751	0.135610885	0.175910852	0.770906873	0.440762133	0.902564243
MOB4 (ENSG00000115540)	4365.81345	0.187535379	0.243131739	0.771332364	0.440509954	0.902564243
RAB32 (ENSG00000118508)	1515.488974	-0.688898368	0.891727343	-0.77254373	0.439792457	0.902564243
SPAG8 (ENSG00000137098)	29.52036546	0.59536711	0.771497848	0.771702878	0.440290426	0.902564243
LLPH (ENSG00000139233)	3516.619142	0.230803229	0.299193379	0.771418236	0.440459069	0.902564243
RAB40B (ENSG00000141542)	534.7312878	0.343575275	0.445156964	0.771807032	0.440228726	0.902564243
NUF2 (ENSG00000143228)	3291.944178	-0.380764567	0.4933837	-0.771741277	0.440267678	0.902564243
WTAP (ENSG00000146457)	5048.283488	-0.258072439	0.334309098	-0.771957571	0.440139558	0.902564243
NUS1 (ENSG00000153989)	5547.515651	-0.184332595	0.238810901	-0.771876804	0.440187397	0.902564243
PIK3AP1 (ENSG00000155629)	563.8272615	-0.874915135	1.133714964	-0.771724077	0.440277867	0.902564243
PEX10 (ENSG00000157911)	1403.63137	-0.296508434	0.38430453	-0.771545508	0.440383659	0.902564243
PACSIN3 (ENSG00000165912)	2152.26728	-0.404760782	0.525132615	-0.77077822	0.440838399	0.902564243
MBD6 (ENSG00000166987)	2058.882187	-0.32219696	0.417592844	-0.771557666	0.440376456	0.902564243
ARF4 (ENSG00000168374)	15116.83126	-0.242549533	0.31393222	-0.772617518	0.439748774	0.902564243
MZB1 (ENSG00000170476)	20.89522966	0.841319026	1.089541482	0.77217714	0.440009519	0.902564243
TPPP (ENSG00000171368)	212.0841927	-0.426595878	0.553208105	-0.771130925	0.440629332	0.902564243
C12orf76 (ENSG00000174456)	537.7986978	-0.250960406	0.32554245	-0.770899175	0.440766696	0.902564243
CLDN5 (ENSG00000184113)	7.757993002	-0.546019646	0.706862642	-0.772455091	0.439844936	0.902564243
UBOX5 (ENSG00000185019)	728.6609874	-0.253333315	0.328164746	-0.771969927	0.440132239	0.902564243
MUC1 (ENSG00000185499)	415.2937896	-0.758852337	0.983810782	-0.771339724	0.440505593	0.902564243
FHIT (ENSG00000189283)	76.84393578	-0.508001272	0.658624521	-0.771306346	0.440525372	0.902564243
ZBTB12 (ENSG00000204366)	489.6743253	-0.367611988	0.47683888	-0.770935433	0.440745204	0.902564243
UBE2V1P2 (ENSG00000214192)	16.1084348	0.430491929	0.558471665	0.770839338	0.440802167	0.902564243
CES1P1 (ENSG00000228695)	3.498573749	1.405577358	1.823527861	0.770801142	0.44082481	0.902564243
AC245100.4 (ENSG00000231551)	19.84961484	-0.571454199	0.739780491	-0.772464543	0.43983934	0.902564243
EBAG9P1 (ENSG00000233690)	3.230365923	-0.457358586	0.5933837	-0.770763649	0.440847038	0.902564243
SDK1-AS1 (ENSG00000236708)	3.310917799	-1.559980988	2.019580335	-0.772428292	0.439860803	0.902564243
SUDS3P1 (ENSG00000249129)	28.27809211	-0.3832238	0.496616011	-0.771670247	0.440309757	0.902564243
LINC02302 (ENSG00000258998)	23.29428398	-1.589932729	2.062763452	-0.77077802	0.440838518	0.902564243
AL157700.1 (ENSG00000260118)	12.09422673	0.581548355	0.753374029	0.771925143	0.440158765	0.902564243
AL009178.3 (ENSG00000285212)	3.692798099	1.500932384	1.946669564	0.771025762	0.440691662	0.902564243
RALY-AS1 (ENSG00000285230)	242.5395362	-0.331582126	0.429830889	-0.77142461	0.440455292	0.902564243
FRYL (ENSG00000075539)	3775.020036	0.267278144	0.34750672	0.769130866	0.441815627	0.902814564
METTL2A (ENSG00000087995)	2580.525888	-0.341065781	0.443347043	-0.769297522	0.441716708	0.902814564
PBX4 (ENSG00000105717)	167.8750264	0.650818355	0.845948751	0.769335441	0.441694203	0.902814564
VAT1 (ENSG00000108828)	9314.659738	0.337853086	0.438827107	0.769900221	0.441359083	0.902814564
ACAP2 (ENSG00000114331)	3263.486124	-0.147451141	0.191476016	-0.770076295	0.441254637	0.902814564
EEF2KMT (ENSG00000118894)	1039.793395	0.269969006	0.350531386	0.770170708	0.441198637	0.902814564
PRIM2 (ENSG00000146143)	1962.858066	0.23189524	0.301347937	0.769526555	0.441580786	0.902814564
ASB16 (ENSG00000161664)	76.46637501	-0.327937825	0.425845828	-0.770085799	0.441248999	0.902814564
SVIL (ENSG00000197321)	4613.003789	0.447786772	0.58179059	0.769670014	0.441495662	0.902814564
ST7-OT4 (ENSG00000214188)	8.394195371	-0.510213041	0.662884843	-0.769685785	0.441486304	0.902814564
AL390719.1 (ENSG00000217801)	178.0136457	-0.701394463	0.910606667	-0.770249646	0.441151819	0.902814564
HAGLR (ENSG00000224189)	317.18596	-0.78515758	1.019465523	-0.770165899	0.44120149	0.902814564
SRP14P1 (ENSG00000224906)	1.132659251	-0.773011712	1.003754962	-0.770119941	0.441228748	0.902814564
SOCS5P4 (ENSG00000227536)	8.916203798	0.509868784	0.66179065	0.77043818	0.441040013	0.902814564
FAM66A (ENSG00000227888)	1.641891102	1.024351081	1.33151486	0.769312542	0.441707793	0.902814564
TERF1P7 (ENSG00000232186)	12.30552376	0.420059417	0.54521758	0.77044364	0.441036775	0.902814564
NSRP1P1 (ENSG00000235613)	2.221606121	0.705838965	0.916834403	0.76986527	0.441379817	0.902814564
AL139287.1 (ENSG00000240731)	26.66956139	-0.433801029	0.563545731	-0.769770765	0.441435884	0.902814564
LINC01618 (ENSG00000250302)	20.58713955	0.886404399	1.152365487	0.769204223	0.441772084	0.902814564
RN7SL381P (ENSG00000263968)	4.227821273	-0.620120063	0.805396923	-0.769955838	0.441326089	0.902814564
AC138207.4 (ENSG00000264456)	36.12936526	0.887350555	1.152920839	0.769654364	0.441504947	0.902814564
H3C11 (ENSG00000275379)	5.270150353	1.187479412	1.54362026	0.769282085	0.44172587	0.902814564
AC068631.3 (ENSG00000283390)	21.35850272	-0.497008052	0.645895058	-0.769487312	0.441604074	0.902814564
AL441992.2 (ENSG00000286112)	140.3075689	-0.277674843	0.36101448	-0.769151539	0.441803355	0.902814564
REEP4 (ENSG00000168476)	2655.524966	-0.257302098	0.33459611	-0.768993095	0.441897409	0.902852931
AL117344.1 (ENSG00000218631)	1.543487245	0.867402686	1.127990596	0.768980423	0.441904932	0.902852931
TTLL7 (ENSG00000137941)	860.2380871	-0.676624783	0.880001102	-0.768890837	0.441958118	0.902889541
HLA-F-AS1 (ENSG00000214922)	84.83777225	0.556033376	0.723382957	0.768657004	0.442096956	0.903029062
AC106865.2 (ENSG00000287216)	3.417113031	-0.718096855	0.934206066	-0.768670726	0.442088807	0.903029062
CD4 (ENSG00000010610)	18.35796091	0.747644373	0.972930423	0.768445878	0.442222333	0.903072489
KIF3C (ENSG00000084731)	2661.113463	-0.563749325	0.733898586	-0.768156985	0.442393925	0.903072489
TSPAN13 (ENSG00000106537)	6210.213019	-0.555616846	0.72355379	-0.767899849	0.442546687	0.903072489
AUTS2 (ENSG00000158321)	712.6095315	-0.992616512	1.292772095	-0.767820187	0.442594019	0.903072489
SPIDR (ENSG00000164808)	2452.034133	-0.20325364	0.264663622	-0.767969689	0.442505193	0.903072489
ULK1 (ENSG00000177169)	2894.059689	-0.431256932	0.561711462	-0.767755264	0.442632597	0.903072489
AMYH02020865.1 (ENSG00000184906)	1.946196126	1.192570111	1.552386012	0.768217506	0.442357975	0.903072489
ZNF461 (ENSG00000197808)	287.4602539	-0.721982863	0.940271997	-0.767844694	0.442579458	0.903072489
ZNF652 (ENSG00000198740)	1998.435743	-0.292051442	0.380172812	-0.76820707	0.442364174	0.903072489
AKT1S1 (ENSG00000204673)	4285.128511	0.24581916	0.32015239	0.767819223	0.442594592	0.903072489
AL160286.1 (ENSG00000227141)	3.05758064	-1.2224218	1.591339536	-0.768171576	0.442385258	0.903072489
